,sent1,sent2,label
2619,A man is shooting with a bow,A man is rowing a boat,NEUTRAL
2620,A man is shooting with a gun,A man is rowing a canoe,NEUTRAL
2621,A man is shooting with a gun,A woman is rowing a boat,NEUTRAL
2622,A woman is cutting a tomato,A woman is slicing a tomato,ENTAILMENT
2623,A man is cutting a tomato,A woman is cutting a tomato,NEUTRAL
2624,A woman is cutting a tomato,A woman is dancing near a fireplace,NEUTRAL
2625,There is no woman dancing near a fire,A woman is cutting a tomato,NEUTRAL
2626,A woman is slicing a tomato,A woman is dancing near a fire,NEUTRAL
2627,A man is cutting a tomato,A woman is dancing near a fire,NEUTRAL
2628,A woman is cutting a tomato,A woman is dancing near a fire,NEUTRAL
2629,A guitar is being played by a girl,A girl is playing a guitar,ENTAILMENT
2630,A girl is playing a guitar,A boy is playing a guitar,NEUTRAL
2631,A guitar is being played by a man,A girl is playing a guitar,NEUTRAL
2632,A girl is playing a guitar,A man is not playing a guitar,NEUTRAL
2633,A man is diving off a cliff,There is no man diving off a cliff,CONTRADICTION
2634,A man is riding a motorcycle,A motorcycle is being ridden by a man,ENTAILMENT
2635,A man is riding a motorcycle,A man is diving off a rock,NEUTRAL
2636,A man is diving off a cliff,A man is riding a motorcycle,NEUTRAL
2637,The man is playing the guitar,The man is playing the instrument,ENTAILMENT
2638,There is no man playing the guitar,The man is playing the guitar,CONTRADICTION
2639,The man is playing the guitar,The person is playing the guitar,ENTAILMENT
2640,The man is playing the guitar,There is no man playing the guitar,CONTRADICTION
2641,The man is playing the guitar,The man is playing the instrument,ENTAILMENT
2642,A woman is boiling noodles in water,Noodles are being boiled in water by a woman,ENTAILMENT
2643,A woman is boiling noodles in water,A man is boiling noodles in water,NEUTRAL
2644,Someone is stirring noodles in the water,Someone is stirring food in the water,ENTAILMENT
2645,A woman is boiling noodles in water,Someone is stirring food in the water,ENTAILMENT
2646,Someone is stirring noodles in the water,Noodles are being boiled in water by a woman,NEUTRAL
2647,A woman is boiling noodles in water,Someone is stirring noodles in the water,NEUTRAL
2648,The women are singing and dancing,The persons are singing and dancing,ENTAILMENT
2649,The women are not singing and dancing,The women are singing and dancing,CONTRADICTION
2650,Two women are dancing and singing in front of many people,The women are singing and dancing,ENTAILMENT
2651,Two men are dancing and singing in front of a crowd,The women are singing and dancing,NEUTRAL
2652,The women are not singing and dancing,Two women are dancing and singing in front of a crowd,NEUTRAL
2653,A lemur is biting a person's finger,An animal is biting someone's finger,ENTAILMENT
2654,An animal is biting a person's finger,An animal is biting someone's finger,ENTAILMENT
2655,A lemur is licking a person's finger,An animal is biting someone's finger,NEUTRAL
2656,A man is skateboarding on a half pipe,A girl is skateboarding on a half pipe,NEUTRAL
2657,A skateboarder is doing acrobatics on a half pipe,A man is skateboarding on a half pipe,ENTAILMENT
2658,A man is skateboarding on a half pipe,A skateboarder is falling off a half pipe,NEUTRAL
2659,A girl is skateboarding on a half pipe,A skateboarder is doing tricks on a half pipe,NEUTRAL
2660,A skateboarder is doing tricks on a half pipe,A man is skateboarding on a half pipe,ENTAILMENT
2661,A big dog is running on the ground,A dog is running on the ground,ENTAILMENT
2662,A girl is tapping her fingernails,A boy is tapping his fingernails,NEUTRAL
2663,A dog is sitting on the ground,A girl is tapping her fingernails,NEUTRAL
2664,A dog is running on the ground,A girl is tapping her fingernails,NEUTRAL
2665,A man and a woman are driving down the street in a jeep,Two persons are driving down the street in a jeep,ENTAILMENT
2666,A man and a woman are driving down the street in a jeep,A man and a woman are not driving down the street in a jeep,CONTRADICTION
2667,A man and a woman are driving down the road in an open-air vehicle,Two persons are driving down the street in a jeep,NEUTRAL
2668,A man and a woman are not driving down the street in a jeep,A man and a woman are driving down the road in an open-air vehicle,NEUTRAL
2669,A man and a woman are driving down the street in a jeep,A man and a woman are driving down the road in a car,ENTAILMENT
2670,Ingredients are being poured into a bowl by a woman,A woman is pouring ingredients into a bowl,ENTAILMENT
2671,There is no woman pouring ingredients into a bowl,A woman is pouring ingredients into a bowl,CONTRADICTION
2672,The chef is seasoning the oil,The woman is seasoning the oil,NEUTRAL
2673,Ingredients are being poured into a bowl by a woman,The woman is seasoning the oil,NEUTRAL
2674,A person is riding a horse,Potatoes are being sliced by a woman,NEUTRAL
2675,A person is riding a horse,There is no woman slicing potatoes,NEUTRAL
2676,A woman is slicing potatoes,A person is riding a horse,NEUTRAL
2677,The man is training,The man is doing exercises,NEUTRAL
2678,Two men are hugging,The man is doing exercises,NEUTRAL
2679,Two men are fighting,The man is doing exercises,NEUTRAL
2680,A man is putting vegetables into a pot,Someone is adding ingredients to a pot,ENTAILMENT
2681,Nobody is pouring ingredients into a pot,A man is putting vegetables into a pot,CONTRADICTION
2682,The man is standing on a rocky mountain and gray clouds are in the background,"The man is standing on a mountain, which is rocky, and gray clouds are in the background",ENTAILMENT
2683,"A person with a back pack, who is topless, is in front of a pile of rocks and clouds are in the background",A topless person with a back pack is in front of a pile of rocks and clouds are in the background,ENTAILMENT
2684,A topless person with a back pack is in front of a pile of rocks and clouds are in the background,A fully dressed person is behind a pile of rocks and a clear sky is in the background,NEUTRAL
2685,The man is standing on a rocky mountain and gray clouds are in the background,A fully dressed person is behind a pile of rocks and a clear sky is in the background,NEUTRAL
2686,The man is standing on a rocky mountain and gray clouds are in the background,A black topless person is packing a pile of rocks and a front of clouds are in the background,NEUTRAL
2687,The dog is catching a ball,A dog is catching a ball,ENTAILMENT
2688,A dog is catching a ball,A dog is furiously chasing a ball through dirt,NEUTRAL
2689,A dog is chasing a ball through dirt,A dog is catching a ball,ENTAILMENT
2690,"A child, who has blond hair, is holding a yellow bottle",A blond child is holding a yellow bottle,ENTAILMENT
2691,A blond child is holding a yellow bottle,There is no blond child holding a yellow bottle,CONTRADICTION
2692,"A child, who has blond hair, is holding a yellow bottle",A boy in a blue shirt has dirt on his face,NEUTRAL
2693,A boy in a blue dyed shirt has dirt on his face,A blond child is holding a yellow bottle,NEUTRAL
2694,A blond child is holding a yellow bottle,A boy has a blue face and dirt on the shirt,NEUTRAL
2695,The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,ENTAILMENT
2696,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,CONTRADICTION
2697,The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,A man in a hat is walking through a store,ENTAILMENT
2698,A man in a hat is walking through a store,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,NEUTRAL
2699,A man in a hat is pacing through a store,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,NEUTRAL
2700,A man in a hat is walking through a store,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,NEUTRAL
2701,A large white crane is flying near the water,"A crane, which is large and white, is flying near the water",ENTAILMENT
2702,A white bird is swiftly taking off from the water,A white bird is landing swiftly in the water,NEUTRAL
2703,The land near a white bird is being watered swiftly,A white bird is landing swiftly in the water,NEUTRAL
2704,The white bird is landing swiftly in the water,A large white crane is flying near the water,NEUTRAL
2705,A large white crane is flying near the water,A white bird is swiftly taking off from the water,NEUTRAL
2706,The land near a white bird is being watered swiftly,A large white crane is flying near the water,NEUTRAL
2707,A white bird is landing swiftly in the water,"A crane, which is large and white, is flying near the water",NEUTRAL
2708,A large white crane is flying far above the water,A white bird is landing swiftly in the water,NEUTRAL
2709,A dog with golden fur is in the water,A dog with a golden coat is in the water,ENTAILMENT
2710,A dog with golden fur is in the water,A brown dog is calmly standing in the water,NEUTRAL
2711,The girl is carrying a sign and a group of people is following her,The girl is carrying a sign and is being followed by a group of people,ENTAILMENT
2712,The girl is carrying a sign and a group of people is following her,The girl is not carrying a sign and no group of people is following her,CONTRADICTION
2713,One man in a big city is holding up a sign and begging for money,A man in a big city is holding a sign and begging for money,ENTAILMENT
2714,A man in a big city is holding a sign and begging for money,A man in a small city is doing charity work,NEUTRAL
2715,A homeless man is holding up a sign and is begging for money,A homeless man is holding up a sign and is pitifully begging for money,ENTAILMENT
2716,A man in a big city is holding a sign and begging for money,A homeless man is putting down a sign and refusing some charity,NEUTRAL
2717,A homeless man is holding up a sign and is begging for money,A man in a small city is doing charity work,NEUTRAL
2718,A dog is chasing the tail of an animal in the grass,The tail of an animal is being chasing by a dog in the grass,ENTAILMENT
2719,A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,NEUTRAL
2720,A small dog is chasing a large brown cow,The tail of an animal is being chasing by a dog in the grass,NEUTRAL
2721,A small dog is chasing a large brown cow,A dog is walking away from the tail of an animal in the grass,NEUTRAL
2722,There is no small dog chasing a large brown cow,A dog is chasing the tail of an animal in the grass,NEUTRAL
2723,The small child is wading through the water and is being guided by another person,The small child is not wading through the water and is not being guided by another person,CONTRADICTION
2724,A young child is splashing in the water,There is no young child splashing in the water,CONTRADICTION
2725,A young child is watering a plant with splashes,A young child is splashing in the water,NEUTRAL
2726,The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,NEUTRAL
2727,The small child is wading through the water and is being guided by another person,A young child is splashing in the water,NEUTRAL
2728,A woman is looking curiously at a man,A man is being curiously looked at by a woman,ENTAILMENT
2729,A woman is looking curiously at a man,A man and a woman are outside and are wearing light colored shirts,NEUTRAL
2730,A man is being curiously looked at by a woman,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",NEUTRAL
2731,A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",NEUTRAL
2732,A woman is looking curiously at a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",NEUTRAL
2733,The little dog is grabbing the bedroom slipper with its mouth funnily,The little dog is grabbing the bedroom slipper with its mouth,ENTAILMENT
2734,A brown dog is looking closely at a brown and white dog,A brown dog is staring attentively at a brown and white dog,ENTAILMENT
2735,A brown dog is staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth funnily,NEUTRAL
2736,A brown dog is staring attentively at a brown and white dog,The little dog is dropping the bedroom slipper from its mouth,NEUTRAL
2737,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,ENTAILMENT
2738,A person in a blue colored jacket is jumping off of a tall cement wall,The man is performing a large jump,NEUTRAL
2739,A person in a blue jacket is jumping off of a tall cement wall,The man is not performing a large jump,NEUTRAL
2740,A woman in jeans is sitting on the saddle of a horse,A woman in jeans is standing near a horse with a saddle,NEUTRAL
2741,A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,CONTRADICTION
2742,The woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,ENTAILMENT
2743,A woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,ENTAILMENT
2744,The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,ENTAILMENT
2745,A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,NEUTRAL
2746,The brown dogs are playfully fighting on the sandy beach,The brown dogs are playfully fighting on the sandy shore,ENTAILMENT
2747,The brown dogs are playfully fighting on the sandy beach,The brown dogs are not playfully fighting on the sandy beach,CONTRADICTION
2748,The brown dogs are not playfully fighting on the sandy beach,A brown dog and a red dog are frolicking on the beach,NEUTRAL
2749,The man is standing steadily next to a birdcage,The man is standing next to a bird cage,ENTAILMENT
2750,The man is sitting next to a birdcage,The man is standing next to a bird cage,NEUTRAL
2751,There is no man standing beside a large and colorful birdcage,A man is standing beside a large and colorful birdcage,CONTRADICTION
2752,A man is standing beside a birdcage which is large and colorful,The man is standing next to a bird cage,ENTAILMENT
2753,The man is standing steadily next to a birdcage,A man is standing beside a large and colorful birdcage,NEUTRAL
2754,A man is standing beside a large and colorful birdcage,The man is sitting next to a birdcage,NEUTRAL
2755,One brown and black dog is running through the leaves,A brown and black dog is running through the leaves,ENTAILMENT
2756,A brown and black dog is running through the leaves,A dog and a black man are running through brown leaves,NEUTRAL
2757,A dog in a colored coat is running swiftly across the yard,A dog in a colored coat is running across the yard,ENTAILMENT
2758,There is no dog in a colored coat running across the yard,A dog in a colored coat is running across the yard,CONTRADICTION
2759,A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,NEUTRAL
2760,A brown and black dog is running through the leaves,There is no dog in a colored coat running across the yard,NEUTRAL
2761,A dog in the yard is running across colored coats,A brown and black dog is running through the leaves,NEUTRAL
2762,A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,NEUTRAL
2763,A black and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,NEUTRAL
2764,"A dog, which has a brown and white coat, is holding a baseball in its mouth",A black and white dog is holding a baseball in its mouth,NEUTRAL
2765,A black and white dog is holding a baseball in its mouth,A brown and white dog is holding a baseball in its mouth,NEUTRAL
2766,A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool,ENTAILMENT
2767,"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A boy wearing red shorts is jumping into a paddling pool,NEUTRAL
2768,A boy wearing red shorts is jumping into a paddling pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,NEUTRAL
2769,A group of dogs are resting without muzzles,A group of dogs are racing and have muzzles on their noses,NEUTRAL
2770,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs bred for racing is wearing striped uniforms and is running down a track,ENTAILMENT
2771,A group of racing dogs is wearing striped uniforms and is running down a track,There is no group of racing dogs wearing striped uniforms and running down a track,CONTRADICTION
2772,A group of dogs are racing and have muzzles on their noses,A group of dogs bred for racing is wearing striped uniforms and is running down a track,NEUTRAL
2773,Two people are walking near the water,Two people are wading through the water,NEUTRAL
2774,Two people are standing in the ocean and watching the sunset,Two people are standing in the ocean and looking at the sunset,ENTAILMENT
2775,Two people are standing in the ocean and looking at the sunset,Two people are wading through the water,ENTAILMENT
2776,Two people are walking near the water,Two people are standing in the ocean and watching the sunset,NEUTRAL
2777,A race car driver is standing up and is fiercely pointing his hand at the sky,A race car driver is standing up and pointing his hand at the sky,ENTAILMENT
2778,The person in the blue jacket is wearing a colorful helmet,A person in a blue jacket is wearing a colorful helmet,ENTAILMENT
2779,The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,NEUTRAL
2780,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is putting down a colorful helmet,NEUTRAL
2781,The person in the blue jacket is wearing a colorful helmet,A race car driver is sitting down and is motionless,NEUTRAL
2782,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,NEUTRAL
2783,A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms,ENTAILMENT
2784,The boy and the girl are playing and wearing arm floats,The boy and the girl are not playing and wearing arm floats,CONTRADICTION
2785,A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats,NEUTRAL
2786,A woman in a yellow dyed shirt is surfing on a pink surfboard,A woman in a yellow shirt is surfing on a pink surfboard,ENTAILMENT
2787,A woman in a yellow shirt is surfing on a pink surfboard,There is no woman in a yellow shirt surfing on a pink surfboard,CONTRADICTION
2788,A surfer is falling off the wave,A surfer is riding the wave,CONTRADICTION
2789,A surfer is riding the wave,A rider is waving at a surfer,NEUTRAL
2790,The wave is being ridden by a surfer,A woman in a yellow shirt is surfing on a pink surfboard,NEUTRAL
2791,A rider is waving at a surfer,A woman in a yellow shirt is surfing on a pink surfboard,NEUTRAL
2792,A woman in a yellow dyed shirt is surfing on a pink surfboard,A surfer is riding the wave,ENTAILMENT
2793,A surfer is riding the wave,There is no woman in a yellow shirt surfing on a pink surfboard,NEUTRAL
2794,Four people are sitting on a low cement ledge,Some people are sitting on a low cement ledge,ENTAILMENT
2795,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,The group of people is sitting on a rocky ledge and a scenic view is behind them,ENTAILMENT
2796,The group of people is sitting on a rocky ledge and a scenic view is behind them,The group of people is not sitting on a rocky ledge with a scenic view behind them,CONTRADICTION
2797,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,Four people are sitting on a low cement ledge,NEUTRAL
2798,The group of people is not sitting on a rocky ledge with a scenic view behind them,Four people are sitting on a low cement ledge,NEUTRAL
2799,The group of people is sitting on a rocky ledge and a scenic view is behind them,Four people are sitting on a low cement ledge,NEUTRAL
2800,Two girls are laughing and other girls are watching them,There is no girl laughing and there is no other girl watching,CONTRADICTION
2801,A group of Asian girls are standing together,The group of Asian girls are standing together,ENTAILMENT
2802,A group of Asian girls are standing by themselves,A group of Asian girls are standing together,ENTAILMENT
2803,A group of Asian girls are standing by themselves,Two girls are laughing and other girls are watching them,NEUTRAL
2804,A group of Asian girls are standing together,Two girls are laughing breathlessly and other girls are watching them,NEUTRAL
2805,There is no girl laughing and there is no other girl watching,A group of Asian girls are standing together,NEUTRAL
2806,A group of Asian girls are standing together,Two girls are laughing and other girls are watching them,NEUTRAL
2807,A bicyclist is holding a bike over his head in a group of people,A lone bicyclist is putting down a bike,CONTRADICTION
2808,A cold cyclist is celebrating,There is no cold cyclist celebrating,CONTRADICTION
2809,Something is being celebrated by a cold cyclist,A bicyclist is holding a bike over his head in a group of people,NEUTRAL
2810,A cold cyclist is celebrating,A bike is being held over his head by a bicyclist in a group of people,NEUTRAL
2811,A lone bicyclist is putting down a bike,A cold cyclist is celebrating,NEUTRAL
2812,A cold cyclist is celebrating,A bicyclist is holding a bike over his head in a group of people,NEUTRAL
2813,A man is sitting peacefully on a boat in front of the sunset near a flag,"A man is sitting on a boat in font of the sunset, near a flag",ENTAILMENT
2814,A man is on a ship in front of the sunset,A man is on a boat in front of the sunset,ENTAILMENT
2815,There is no man on a boat in front of the sunset,A man is on a boat in front of the sunset,CONTRADICTION
2816,A man is sitting peacefully on a boat in front of the sunset near a flag,A man is on a boat in front of the sunset,ENTAILMENT
2817,The crowd is not watching two racing cars that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,CONTRADICTION
2818,The crowd is watching two cars designed for racing that are leaving the starting line,People at a drag race are looking at the flames that are coming out of the cars,NEUTRAL
2819,A big dog and a small white dog are playing together,A big dog and a small dog with a white coat are playing together,ENTAILMENT
2820,A big dog and a small white dog are walking past each other,A big dog and a small white dog are playing together,NEUTRAL
2821,Two dogs are playing together on the grass,A big dog and a small dog with a white coat are playing together,NEUTRAL
2822,Two dogs are cheerfully playing together on the grass,A big dog and a small white dog are playing together,NEUTRAL
2823,"A dog, which is brown, is jumping in the air",A brown dog is jumping in the air,ENTAILMENT
2824,A malnourished looking dog is standing on its hind legs and preparing to jump,The malnourished looking dog is standing on its hind legs and is preparing to jump,ENTAILMENT
2825,A healthy looking dog is lying on the ground,A malnourished looking dog is standing on its hind legs and preparing to jump,NEUTRAL
2826,The malnourished looking dog is standing on its hind legs and is preparing to jump,A brown dog is jumping in the air,NEUTRAL
2827,A brown dog is sitting down,A malnourished looking dog is standing on its hind legs and preparing to jump,NEUTRAL
2828,The cop is sitting on a police bike,The cop is sitting on a police bicycle,ENTAILMENT
2829,The cop is not sitting on a police bike,The cop is sitting on a police bike,CONTRADICTION
2830,A policeman is sitting tiredly on a motorcycle,A policeman is sitting on a motorcycle,ENTAILMENT
2831,A policeman is sitting tiredly on a motorcycle,The cop is sitting on a police bike,ENTAILMENT
2832,A policeman is sitting on a motorcycle,The cop is sitting on a police bike,ENTAILMENT
2833,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis on the beach which is sandy,ENTAILMENT
2834,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis and walking on the sand,NEUTRAL
2835,Two women are wearing bikinis and are walking on the sand,There are no women wearing bikinis on the sandy beach,CONTRADICTION
2836,Two women are wearing bikinis and are walking on the sand,Two women are wearing bikinis on the sandy beach,ENTAILMENT
2837,A dog with a golden coat is swimming clumsily through the water,A dog is swimming in a lake and the sun is shining on him,NEUTRAL
2838,A black dog is sitting in the grass and keeping its mouth closed,A black dog is running in the grass and its tongue is hanging out,CONTRADICTION
2839,A black dog is hanging out in the grass and running with its tongue out,A black dog is running in the grass,ENTAILMENT
2840,"The cheerleaders are parading and wearing uniforms which are black, pink and white","The cheerleaders are parading and wearing black, pink and white uniforms",ENTAILMENT
2841,A large group of cheerleaders is walking in a parade,Many cheerleaders are walking in a parade,ENTAILMENT
2842,A large group of cheerleaders is walking in a parade,There is no large group of cheerleaders walking in a parade,CONTRADICTION
2843,Many cheerleaders are walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",NEUTRAL
2844,There is no large group of cheerleaders walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",NEUTRAL
2845,A large group of cheerleaders is walking in a parade,"The cheerleaders are not parading and are not wearing black, pink and white uniforms",NEUTRAL
2846,The man is sitting outside under a purple umbrella,The man is sitting outdoors under a purple umbrella,ENTAILMENT
2847,A shoeless woman is sitting on a blanket under a lavender umbrella,"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",ENTAILMENT
2848,A shoeless woman is sitting on a blanket under a lavender umbrella,A shoeless woman is standing over a blanket near a lavender umbrella,NEUTRAL
2849,"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",The man is sitting outside under a purple umbrella,NEUTRAL
2850,A shoeless woman is standing over a blanket near a lavender umbrella,The man is sitting outside under a purple umbrella,NEUTRAL
2851,A shoeless woman is sitting on a blanket under a lavender umbrella,The man is sitting outside under a purple umbrella,NEUTRAL
2852,The woman is playing with two young boys at a park,A woman is playing with two young boys at a park,ENTAILMENT
2853,A woman is playing with two young boys at a park,There is no woman playing with two young boys at a park,CONTRADICTION
2854,A lady is standing near three children,A woman is standing near three children,ENTAILMENT
2855,A woman is standing near three children,There is no woman standing near three children,CONTRADICTION
2856,A woman is playing with two young boys at a park,A lady is standing near three children,NEUTRAL
2857,There is no woman standing near three children,A woman is playing with two young boys at a park,NEUTRAL
2858,A woman is standing near three children,There is no woman playing with two young boys at a park,NEUTRAL
2859,A yellow dog is stopping on white snow on a sunny day,A yellow dog is running on white snow on a sunny day,CONTRADICTION
2860,A tan dog is running through the snow,"A dog, which is tan, is running through the snow",ENTAILMENT
2861,A tan dog is resting in the snow,A tan dog is running through the snow,NEUTRAL
2862,A yellow dog is running on white snow on a sunny day,"A dog, which is tan, is running through the snow",ENTAILMENT
2863,A yellow dog is running on white snow on a very sunny day,A tan dog is running through the snow,NEUTRAL
2864,A girl is wearing jeans and a pink shirt and is running,A girl is running with a pink shirt and is not wearing jeans,NEUTRAL
2865,The little girl in a pink shirt is running under a tree in the desert,A little girl in a pink shirt is running under a tree in the desert,ENTAILMENT
2866,The little girl in a pink shirt is running under a tree in the desert,A girl is running with a pink shirt and is not wearing jeans,NEUTRAL
2867,A girl is wearing jeans and a pink shirt and is running,The little girl in a pink shirt is running under a tree in the desert,NEUTRAL
2868,The white dog wearing reindeer ears is close to a brown dog,The white dog wearing reindeer ears is near a brown dog,ENTAILMENT
2869,The white dog wearing reindeer ears is near a brown dog,The white dog is not wearing reindeer ears and isn't near a brown dog,CONTRADICTION
2870,The white reindeer wearing dog ears is near a brown reindeer,The white dog wearing reindeer ears is near a brown dog,NEUTRAL
2871,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass,ENTAILMENT
2872,The white dog wearing reindeer ears is close to a brown dog,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,NEUTRAL
2873,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white dog wearing reindeer ears is near a brown dog,ENTAILMENT
2874,"A child, who is young, is riding a bike on a rough dirt path",A young child is riding a bike on a rough dirt path,ENTAILMENT
2875,A young child is walking with a bike on a rough dirt path,A young child is riding a bike on a rough dirt path,NEUTRAL
2876,The young boy is riding a dirt bike through the mud,A young boy is riding a dirt bike through the mud,ENTAILMENT
2877,A young boy is riding a dirt bike through the mud,There is no young boy riding a dirt bike through the mud,CONTRADICTION
2878,A young child is riding a bike on a rough dirt path,The young boy is riding a dirt bike through the mud,NEUTRAL
2879,A young child is walking with a bike on a rough dirt path,A young boy is riding a dirt bike through the mud,NEUTRAL
2880,The woman in a red costume is leaning against a wall made of bricks and playing an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,ENTAILMENT
2881,The woman in a red costume is leaning against a wall made of bricks and playing an instrument,A woman in a red dress is playing an instrument,ENTAILMENT
2882,The woman in a red costume is not leaning against a brick wall and is not playing an instrument,A woman in a red dress is playing an instrument,NEUTRAL
2883,A woman in a red dress is putting away an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,NEUTRAL
2884,A woman in a red dress is playing an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,NEUTRAL
2885,A young child is wearing a white coat and playing a game,"A child, who is young, is wearing a white coat and playing a game",ENTAILMENT
2886,A young gamer is playing with a child wearing a white coat,A young child is wearing a white coat and playing a game,NEUTRAL
2887,The child is playing with toys outdoors,There is no young child wearing a white coat and playing a game,CONTRADICTION
2888,The child is delightedly playing with toys outdoors,A young child is wearing a white coat and playing a game,NEUTRAL
2889,A young child is wearing a white coat and playing a game,The child is playing with toys indoors,NEUTRAL
2890,The man is wearing a wetsuit and is riding a surfboard,The person is wearing a wetsuit and is riding a surfboard,ENTAILMENT
2891,A surfer is leaning on a surfboard,The surfer is leaning on a surfboard,ENTAILMENT
2892,There is no surfer leaning on a surfboard,The man is wearing a wetsuit and is riding a surfboard,NEUTRAL
2893,A surfer is leaning the surfboard against a wall,The man is wearing a wetsuit and is riding a surfboard,NEUTRAL
2894,The man is wearing a wetsuit and is riding a surfboard,A surfer is leaning on a surfboard,NEUTRAL
2895,A waterfall is flowing calmly into a shallow pool,A waterfall is flowing into a shallow pool,ENTAILMENT
2896,A waterfall is flowing out of a shallow pool,A waterfall is flowing into a shallow pool,NEUTRAL
2897,A waterfall is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful",NEUTRAL
2898,The people are walking on the road beside a beautiful waterfall,A waterfall is flowing calmly into a shallow pool,NEUTRAL
2899,A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,ENTAILMENT
2900,A sheepdog is grouping a herd of sheep,The sheepdog is grouping a herd of sheep,ENTAILMENT
2901,A sheepdog is grouping a herd of sheep,A dog is scattering a pack of white sheep on a dusty farm,NEUTRAL
2902,"The male, who is dark skinned, is standing on one hand in front of a yellow building",The dark skinned male is standing on one hand in front of a yellow building,ENTAILMENT
2903,The dark skinned male is standing on one hand in front of a yellow building,The dark skinned male is not standing on one hand in front of a yellow building,CONTRADICTION
2904,A black man is skillfully break dancing on the pavement,A black man is break dancing on the pavement,ENTAILMENT
2905,"The male, who is dark skinned, is standing on one hand in front of a yellow building",A black man is break dancing on the pavement,NEUTRAL
2906,The dark skinned male is not standing on one hand in front of a yellow building,A black man is break dancing on the pavement,NEUTRAL
2907,"A person who rides bikes, in a black and red uniform, is standing on a dirt bike",A bike rider in a black and red uniform is standing on a dirt bike,ENTAILMENT
2908,A bike rider in a black and red uniform is standing on a dirt bike,A black bike rider in a red bike uniform is standing in the dirt,NEUTRAL
2909,A person is riding a bike,"A person who rides bikes, in a black and red uniform, is standing on a dirt bike",NEUTRAL
2910,A bike rider in a black and red uniform is jumping down off a dirt bike,A person is riding a bike,NEUTRAL
2911,A bike is being ridden by a person,A bike rider in a black and red uniform is standing on a dirt bike,NEUTRAL
2912,There is no person riding a bike,A bike rider in a black and red uniform is standing on a dirt bike,NEUTRAL
2913,A man in a purple suit is standing by a purple case and is playing a guitar,A man in a purple colored suit is standing by a purple case and is playing a guitar,ENTAILMENT
